500 2500
271 473 580
320 129 468
390 343 1705
350 260 1499
291 314 2251
345 366 332
22 379 463
347 145 684
206 19 667
21 116 2391
192 238 215
123 57 695
90 447 537
147 148 648
145 438 1314
247 283 1179
78 156 1909
40 354 53
75 59 1571
93 80 538
483 271 127
49 394 2036
243 335 1834
132 481 1981
279 477 2418
444 223 52
123 153 1707
383 44 1061
436 119 1619
358 211 50
248 46 673
374 94 418
261 337 2252
94 320 585
74 98 561
492 394 784
395 368 1788
102 250 1331
162 37 1449
132 247 1660
34 494 705
206 219 1298
123 332 486
226 425 1305
310 499 755
223 342 1500
358 236 867
145 337 2116
475 350 1653
424 334 1251
83 367 96
139 424 2166
288 46 1997
274 123 1422
430 433 2420
36 155 113
35 12 1848
401 156 2037
369 130 1738
373 405 1423
123 487 2289
218 477 1564
235 265 1961
232 390 2084
153 171 1368
424 207 1522
36 93 2385
383 346 1892
271 66 1373
361 438 2278
283 412 116
424 481 593
487 215 209
448 446 598
383 98 768
250 373 326
123 408 771
359 143 1616
250 413 181
474 273 1970
251 408 1881
219 331 213
163 317 1427
371 116 1373
320 498 322
439 247 2047
117 221 1454
387 79 596
2 180 361
34 154 2485
3 256 892
235 474 1722
447 136 391
373 358 6
97 29 1504
271 468 102
317 84 2323
122 322 753
218 175 933
430 208 586
266 62 841
158 148 667
231 94 1802
121 318 1012
127 267 40
482 389 2359
83 205 1942
257 326 1115
362 395 1289
294 176 348
231 442 1409
71 451 1556
89 181 1001
391 302 2319
254 280 937
293 113 825
152 195 381
445 304 2206
60 165 953
200 310 1980
48 40 1421
308 462 1723
216 51 1904
216 293 57
386 46 1188
322 190 1800
146 193 846
26 138 2001
84 49 2165
388 100 1326
367 147 1217
140 455 179
362 170 1581
117 237 2225
25 123 1770
212 444 1811
11 442 2004
357 319 1993
357 402 393
374 141 992
51 360 1639
268 499 1445
298 212 614
378 181 350
102 205 1824
223 269 2120
33 279 2061
388 487 879
232 196 2133
124 421 1773
116 323 632
106 90 1482
50 387 1046
15 116 1226
216 69 2282
392 143 1550
11 28 2181
71 415 19
449 499 2066
81 122 486
206 89 1809
337 194 2250
171 95 1989
216 461 1456
293 29 377
426 420 519
328 430 46
8 500 2313
378 300 1811
444 233 284
281 438 2373
441 126 2418
191 148 513
31 363 1325
486 7 1353
362 285 1272
381 112 2053
278 471 552
442 348 1704
104 143 2436
388 424 2225
112 364 1702
29 406 2350
393 436 1564
218 274 1923
70 135 707
194 367 818
246 497 2140
150 438 1987
353 394 1482
140 281 905
216 244 1120
269 272 1878
470 165 165
386 234 2438
308 155 425
366 348 791
35 446 139
174 95 1929
12 299 1822
493 290 1454
249 357 697
221 477 820
98 447 984
114 332 217
52 491 2372
476 356 71
118 390 368
109 63 1314
37 426 2112
358 419 1753
163 19 2461
359 239 938
178 188 2236
14 302 1567
82 205 2409
305 32 264
228 149 5
95 109 2419
409 145 844
372 354 614
125 16 133
437 226 1871
374 256 1559
109 121 712
27 202 416
435 359 2447
50 86 1447
406 180 56
324 88 200
20 460 1406
133 436 2421
265 372 499
488 98 106
46 206 2226
257 85 2279
172 371 137
118 421 1074
64 178 254
471 354 1693
171 373 1152
428 357 1939
348 122 1311
198 109 408
303 6 1465
380 114 1049
11 285 420
499 254 1192
73 169 2221
178 140 2074
370 162 1798
374 89 655
312 288 1276
474 338 736
233 492 1741
50 372 206
450 234 2490
369 232 95
412 156 615
485 333 1606
58 55 2119
356 428 1059
362 91 847
489 417 1036
224 1 1527
316 50 2250
21 500 483
362 220 1567
308 484 222
422 468 1907
380 377 1961
498 84 1740
57 445 682
255 433 1450
290 8 1951
316 175 1352
66 195 703
400 408 1775
466 215 758
40 489 77
446 368 453
258 365 37
349 273 833
382 27 266
332 316 625
134 132 2300
337 49 494
40 300 1754
314 118 2320
423 157 308
499 454 27
303 63 2244
191 411 516
24 144 895
141 475 1710
265 460 2193
64 297 2093
410 188 1893
15 353 2010
334 127 1518
494 477 2323
20 279 1385
115 322 647
483 197 790
377 337 2117
86 453 428
131 369 2076
223 130 263
467 144 1967
476 477 445
345 322 1921
167 342 2052
403 308 873
49 290 569
191 166 257
159 104 1709
86 234 2429
162 456 1558
276 275 2201
243 102 530
187 447 1851
460 465 1192
11 368 2352
383 268 641
303 458 2159
59 116 2262
119 54 1995
48 215 2302
105 490 1428
306 84 30
187 123 976
37 82 440
81 92 1159
432 326 2427
424 128 236
82 186 1704
343 156 2257
189 203 323
343 160 2312
270 317 396
299 3 1370
126 39 1951
418 119 542
428 402 719
354 326 346
442 407 2383
497 102 1038
253 290 93
75 484 2252
238 106 1068
485 256 922
354 382 960
304 151 1431
197 78 832
415 284 9
112 225 916
494 221 2369
384 325 10
476 251 2494
79 488 99
498 325 354
419 178 587
230 334 1237
12 30 2315
196 297 1450
204 408 1174
471 402 2246
339 137 570
349 112 320
342 42 159
292 39 483
497 309 1513
436 38 1346
172 402 727
338 97 1523
287 300 1783
312 271 36
57 461 1172
126 309 1635
297 2 1176
308 293 2214
