1000 10000
673 115 2978
772 378 5847
62 161 241
978 138 4803
66 159 8450
102 779 9008
882 790 1667
830 348 1969
954 428 4016
316 973 843
991 645 310
968 416 39
815 478 3199
55 807 7688
857 872 9847
658 325 977
18 207 766
684 388 9465
652 341 9893
19 9 5865
214 999 510
523 967 1925
561 133 6754
111 539 9560
150 395 431
996 404 5756
325 421 6314
442 456 701
907 459 393
799 830 753
663 43 752
524 917 6070
801 829 2554
554 939 4092
114 440 1838
896 788 4241
3 112 3014
316 905 3469
368 811 3928
761 961 4757
513 976 3151
616 499 9419
37 299 7247
590 853 2537
681 318 2976
518 565 4763
111 568 5226
124 235 5131
944 603 3941
223 715 4254
331 227 9229
481 195 5727
899 583 8378
497 173 7582
33 205 9251
9 75 3815
123 185 9734
349 660 6969
479 603 8923
771 826 5989
24 156 2567
604 989 5761
331 239 4344
60 736 868
641 768 3072
891 128 5498
57 251 6034
791 951 7693
111 429 6648
385 551 6825
373 927 9332
939 530 7320
700 212 6559
395 271 646
262 263 5765
685 505 4893
183 562 5495
216 704 6445
261 814 9225
908 198 7775
84 570 2701
415 860 9583
87 559 7794
997 305 8417
642 918 2679
406 955 2536
298 489 9097
144 56 4800
588 316 2965
812 575 6162
939 658 3083
991 425 9942
573 511 8853
367 507 509
135 148 9427
813 905 7733
348 555 8221
796 698 3276
947 638 6944
911 801 5870
424 739 6880
858 730 9304
152 654 6814
356 372 8672
864 506 9171
642 671 4075
374 370 981
946 166 2679
222 464 8316
517 727 7116
386 502 3207
265 360 9288
568 863 4941
733 218 665
404 81 2170
926 75 1192
353 448 7562
333 746 3079
11 967 2542
678 835 5268
146 220 3770
352 485 7481
991 404 6343
283 137 5560
947 892 1992
469 170 5066
660 522 8866
221 854 7963
299 865 2929
841 894 9763
460 39 4334
581 742 818
413 732 1222
755 15 8710
666 313 1953
10 781 122
427 441 3643
644 661 3497
606 312 8713
534 504 7606
648 315 9997
334 896 9090
151 308 4174
724 415 6540
785 80 6852
90 441 3633
211 868 4425
206 511 437
702 117 4748
766 2 2603
723 2 2918
71 335 2165
161 837 7824
686 913 6238
225 697 5670
428 786 8110
412 349 4977
836 554 1488
625 607 1956
724 724 2957
327 446 6958
596 869 4644
760 381 481
583 66 8393
821 642 3441
842 421 7579
951 833 7279
928 20 9832
767 644 7790
722 368 9865
30 46 3662
988 641 5530
983 752 910
463 334 327
207 506 320
648 347 7741
578 650 8925
856 577 1944
39 695 9940
180 416 7659
44 797 7704
705 784 5696
587 119 7447
848 581 7132
175 788 990
846 787 8336
586 364 9985
510 571 913
806 609 8959
745 788 3374
403 831 2523
458 887 658
505 473 8776
303 321 7357
434 847 7496
775 44 2634
463 630 349
799 491 7919
712 648 1527
670 392 5314
396 146 5496
918 955 5734
575 459 5207
351 113 3879
59 547 2077
906 673 120
539 135 2101
887 934 6944
805 997 6591
683 18 7335
996 413 480
843 682 2787
576 609 3597
134 311 6710
364 721 5608
440 626 1280
912 164 8415
364 402 3348
307 206 9696
898 888 3713
584 235 1478
415 429 9159
201 356 119
798 490 6781
859 205 6501
466 997 9478
745 908 5641
511 623 8042
210 930 4599
905 179 486
618 762 72
95 176 2500
605 729 9856
76 526 3697
856 384 4253
709 201 7249
186 945 5508
179 456 1131
220 17 7412
171 922 4590
8 539 2703
80 985 5878
931 589 9606
138 664 7483
834 872 6218
439 580 1418
687 765 4363
547 943 6170
29 515 186
440 685 2459
381 692 3997
83 123 5333
312 54 9274
918 191 5937
752 377 1160
970 815 8739
387 853 856
101 751 3150
622 779 3664
160 570 9700
618 950 1744
967 384 9866
299 696 9271
572 613 3462
861 716 5190
20 685 2356
111 424 2208
966 524 9311
115 146 8441
131 305 7011
830 274 2312
925 240 696
143 539 4391
413 462 9355
226 322 3070
415 694 8107
770 804 9530
330 769 8053
992 235 2550
432 365 3206
794 547 2480
106 823 7071
153 965 5961
895 730 8423
249 955 3096
670 722 4789
776 843 4944
305 524 8064
358 515 7299
259 947 9015
465 92 2913
296 197 7088
366 701 5052
327 595 8781
101 843 8088
196 865 8161
337 640 5003
280 945 3527
344 654 9393
994 912 4691
360 728 2783
273 375 2331
360 741 4032
763 419 8626
896 519 1821
335 66 6685
495 402 1324
497 682 1620
375 377 5625
768 370 5889
458 81 1968
592 353 6343
923 64 2435
954 179 9853
931 74 3371
751 408 2436
787 902 8190
463 750 9223
82 125 3599
59 244 1320
947 701 1400
914 293 3105
256 567 3520
690 520 7698
894 450 7123
616 553 3530
52 339 7783
593 801 4885
815 235 2009
413 293 7604
84 239 7304
483 504 2948
939 112 6866
459 801 385
508 47 1187
631 662 4739
512 65 429
647 657 3230
531 471 7464
891 235 8756
494 318 9346
149 153 4849
449 91 7960
314 901 1113
51 761 511
237 743 3172
327 254 4237
755 252 1893
336 134 1716
799 24 950
906 869 3620
603 18 4772
452 466 214
763 131 3467
227 181 2227
737 769 9969
261 447 6574
497 554 6178
741 889 7311
808 40 4687
110 945 9555
729 900 1924
852 351 4741
417 465 4872
235 44 5404
461 132 7525
781 392 5971
707 240 7524
236 333 1765
546 140 9804
584 249 3100
139 329 999
62 532 4701
803 949 8518
26 183 9913
429 996 3044
953 128 3788
276 186 27
151 421 2711
267 319 851
70 902 4451
522 392 7132
872 806 3663
925 608 6963
794 985 498
706 413 6493
101 718 3972
888 345 9510
267 495 2930
977 762 600
179 183 854
982 56 3245
113 280 2402
127 204 4009
90 349 8345
587 54 1758
431 154 827
402 394 5171
263 660 5017
193 988 2130
144 167 6313
349 500 9720
594 612 6999
347 738 5554
708 179 3902
52 765 8307
161 547 1813
987 301 8206
509 563 217
526 107 4204
655 251 3722
319 599 9573
39 544 6184
37 891 6274
943 598 452
844 1 5569
151 162 8115
963 148 8415
520 657 5978
736 534 6436
291 188 7686
365 507 9637
937 897 5532
473 285 7774
746 227 6723
197 71 724
117 573 7885
232 887 5384
998 406 8392
975 493 1925
763 135 4465
448 499 2323
436 788 5219
968 260 6503
741 357 8082
464 905 7504
187 22 3076
423 253 9314
806 250 8071
198 577 9563
122 339 697
938 138 1548
260 574 1687
478 893 946
333 985 8302
414 800 4206
917 338 4227
344 760 2831
657 566 8433
727 115 7009
641 588 7699
337 526 1836
236 785 1761
922 615 6653
219 299 6990
520 712 6789
78 980 3127
656 323 238
839 331 803
271 409 2269
279 49 3857
977 737 2734
164 973 4870
925 246 5484
929 465 3782
918 336 7845
59 413 5176
185 421 8850
422 259 8180
577 881 7588
197 159 2988
53 487 8725
786 650 9049
656 926 9294
491 207 6758
625 476 6094
821 534 7858
997 70 2630
846 844 6888
378 420 1768
965 616 4278
953 21 2116
29 158 7118
77 165 1043
370 8 3249
128 632 725
573 804 6610
430 800 7680
60 998 523
299 375 2294
419 691 5261
48 643 3281
164 23 1791
281 99 9307
675 821 1314
276 948 4297
352 520 6101
961 301 8252
640 360 3249
514 11 1975
807 429 5666
68 828 7308
700 991 4683
842 623 7781
149 298 8601
814 925 3900
111 276 9771
563 236 4072
166 228 5783
415 741 8145
389 900 2925
54 319 753
714 18 95
748 212 1718
528 360 9367
481 525 6291
732 987 9566
503 549 2153
926 715 5380
60 481 2473
205 221 9372
129 627 7690
233 692 7059
328 439 9270
397 318 9981
763 150 506
53 882 1492
970 736 5393
122 661 459
854 72 9939
326 276 8511
49 757 5489
738 989 8180
148 668 3970
418 64 640
750 178 6789
255 582 9022
99 551 757
491 25 8769
949 230 8841
239 555 5468
749 603 1576
590 692 1565
769 839 4584
91 608 6000
730 358 5177
870 612 4759
244 62 661
352 552 8685
121 852 6914
313 90 7820
132 191 774
708 780 3465
624 900 5656
207 990 263
206 71 9972
383 293 8936
493 536 4997
153 887 3549
190 359 7752
103 23 4842
275 155 2384
48 862 3163
865 485 4414
872 43 7404
486 601 1826
458 335 4470
393 827 8005
389 979 2244
289 168 9602
41 623 1625
234 897 3779
617 296 3992
131 160 7476
544 31 7870
299 869 8470
125 326 804
594 70 9630
951 458 1961
194 99 128
147 491 102
771 76 6998
901 692 646
892 822 1805
719 365 5188
589 664 1056
410 140 5733
214 85 1802
843 35 611
155 580 2061
283 727 7551
736 497 4626
86 750 5669
731 993 3842
887 712 3559
74 652 2222
481 61 713
213 274 797
366 469 3184
977 623 3763
37 257 8489
940 993 5338
917 78 4439
938 160 3431
779 46 2494
337 120 3145
910 952 6558
622 517 7183
771 882 1003
306 210 9978
68 599 4234
909 538 6578
598 806 4007
388 743 7166
818 522 4212
664 210 6683
160 120 1986
717 93 9502
252 863 3736
254 520 8945
231 940 3543
817 848 1432
394 797 3590
753 184 9332
270 353 5205
481 368 8415
515 528 7534
501 596 5978
354 847 8193
89 101 3712
386 331 2651
280 147 9850
712 893 646
301 997 2181
984 266 7886
189 99 253
955 613 5132
488 465 2728
817 819 6574
9 907 7674
721 644 2357
371 924 4855
221 635 1747
218 287 9743
751 270 6009
636 810 1107
240 764 8071
372 603 2536
451 420 6706
24 428 1612
698 148 1608
406 871 7531
260 443 7165
7 660 6803
101 410 9424
461 397 234
919 989 349
990 360 952
877 810 723
582 185 5150
545 234 650
152 639 9872
682 899 6314
198 257 6973
1000 709 6735
776 170 7131
9 88 1119
357 429 3830
660 657 7991
382 590 176
884 135 4409
885 638 9400
756 672 7298
69 869 8906
393 221 7614
127 996 5783
258 356 7223
728 64 3
558 76 3012
900 457 6601
75 692 8735
836 576 3725
235 683 6396
884 751 264
141 496 4836
754 622 3183
889 231 5538
463 311 4954
817 220 6029
828 119 5837
429 546 9529
515 733 456
239 967 2139
986 202 7241
250 342 2736
437 447 1710
620 687 1292
509 149 2602
462 966 5821
842 145 8940
679 573 4837
207 440 1569
14 30 4887
152 16 2088
745 617 4781
480 53 579
541 24 5266
833 533 2414
434 346 4731
607 188 8876
546 866 7800
734 424 6591
302 437 2621
188 941 4988
627 685 7604
759 164 8008
337 705 3032
954 889 4564
720 322 3909
802 928 3448
677 825 6313
829 910 4736
771 211 5525
743 398 4465
730 376 5149
685 134 6664
693 823 720
724 776 8608
639 847 9282
899 649 8561
347 677 1738
11 857 3647
747 628 5858
623 370 9607
87 452 3335
587 136 5468
602 828 5642
322 903 2770
281 541 5616
914 792 1616
475 138 3293
564 148 1149
210 246 1776
419 220 498
26 306 5949
360 244 2084
179 846 3264
173 519 6166
942 151 8059
909 65 2850
525 891 339
817 454 486
317 15 7084
445 434 9303
942 811 7961
242 522 4556
325 52 5753
940 224 8623
106 517 1774
164 426 7190
13 950 3432
351 118 2237
188 434 7251
623 878 684
926 819 4846
238 412 367
793 89 5419
898 28 1994
520 133 6511
645 648 936
186 660 3237
617 362 354
853 902 6139
104 524 6017
139 801 3187
985 390 3599
703 535 5687
121 432 2714
467 951 7199
977 948 846
264 133 2858
500 750 7219
205 954 3472
343 409 5996
711 548 3148
898 532 6538
848 586 7072
886 59 503
951 525 1805
149 501 2752
347 116 3237
204 967 338
774 171 6291
598 865 4700
593 576 2599
740 825 2130
629 672 2715
700 909 9773
554 859 1649
359 360 8501
462 58 7616
698 613 8582
35 386 8104
678 335 5969
729 927 896
327 19 9720
808 999 8743
874 699 3651
647 252 9861
647 962 4572
148 424 8629
763 473 1241
697 860 5979
800 537 6313
120 265 4592
15 943 3962
86 750 960
828 623 2658
830 621 2262
43 268 5223
614 415 6998
243 529 4471
835 577 4330
813 729 9218
478 848 3834
69 215 776
30 300 8525
989 480 6147
999 309 9768
612 703 7387
834 317 1153
832 911 8681
654 745 7610
983 910 3338
552 387 4537
385 807 5751
160 836 9403
684 176 7882
182 526 7542
301 137 8245
687 323 913
839 506 4175
872 159 9271
481 493 2180
170 44 1918
706 428 6724
809 939 6911
211 974 7087
92 155 2612
985 456 2101
581 142 4423
493 333 2928
19 204 8438
290 36 8930
821 205 6325
739 910 1752
462 718 5042
373 280 2015
811 723 5169
774 708 6976
874 288 8470
296 133 802
575 151 5357
12 792 3392
941 613 4596
617 351 9857
368 164 4927
761 888 9206
775 698 6929
296 824 1988
271 697 2627
92 345 9759
245 919 262
601 283 7053
344 575 8665
291 192 3367
148 559 1531
426 672 6418
983 446 1468
263 741 9291
250 364 8339
229 807 6683
339 52 9954
600 652 236
5 348 2810
21 638 4001
388 137 1912
270 562 1583
39 897 5028
858 159 121
148 761 3836
839 989 4642
521 327 9693
474 279 697
709 635 1044
519 7 8033
519 394 5170
782 15 3731
364 54 5627
744 911 4138
216 411 4898
51 249 3238
44 121 8916
89 595 8546
137 655 5532
180 525 8539
212 396 932
733 177 3299
464 541 9352
442 636 9614
931 851 7024
180 901 2624
417 296 6745
685 384 5691
230 520 3345
114 51 8870
652 615 2617
935 347 3793
233 162 6685
584 604 6320
198 886 9170
573 66 5422
197 834 9718
293 518 8101
983 100 7621
327 213 2023
548 864 6637
164 798 2984
309 383 1145
993 318 3100
665 867 2986
834 440 2051
608 988 6236
325 280 1754
777 262 9853
749 940 2417
772 840 5280
408 355 8429
391 663 5163
888 8 8481
987 672 4347
324 505 9786
726 112 125
962 788 9404
715 565 6017
919 665 3309
687 436 148
318 196 1854
746 938 9517
909 825 2524
741 164 3547
87 487 9051
873 565 3515
997 526 6654
753 592 6570
769 862 7235
429 548 670
928 865 9865
782 962 7803
650 222 1979
525 962 9142
71 49 4981
473 273 1545
339 269 1422
993 373 13
562 494 9874
148 922 3421
818 850 8637
34 631 7598
188 632 1820
167 156 9781
660 226 2181
640 50 2453
536 389 722
957 381 5446
321 294 9939
194 442 3861
966 611 3710
602 644 7692
200 184 1675
371 350 1830
503 361 4407
684 353 8456
136 888 3844
209 197 3576
655 517 7870
593 711 6663
805 28 625
866 630 3268
909 181 7803
583 551 7152
412 53 5865
818 88 6217
626 224 6104
469 784 9652
45 438 4169
266 383 2231
280 187 7258
904 53 7887
523 961 4419
326 544 5969
829 307 1374
693 477 2813
261 102 36
717 922 9172
368 318 2961
536 583 1343
766 214 882
376 117 5286
262 992 2246
33 317 6141
1 497 8800
726 542 4628
539 802 5729
926 518 5002
97 886 3320
410 421 1254
752 539 5468
985 914 2936
270 527 6927
868 559 1595
360 912 4092
159 989 2985
138 527 1786
866 805 9304
220 253 5189
539 662 9961
792 766 5851
259 750 3764
547 20 643
825 239 4553
420 598 1464
863 109 5453
847 246 9331
984 464 9487
287 683 8740
827 221 6401
788 364 166
990 975 7268
754 521 287
748 345 525
300 116 474
764 330 2582
568 528 7828
250 512 4643
737 798 5325
476 625 5897
228 764 7612
746 753 9586
13 858 1106
299 605 1803
175 257 3270
648 372 9600
582 939 127
409 540 6638
403 276 8436
79 103 3412
975 331 1527
586 76 2279
524 88 8489
629 738 4445
783 912 4701
53 911 7072
652 492 3362
130 252 2902
768 654 1529
555 732 1632
966 58 5962
492 996 1037
122 519 476
610 499 8213
55 634 7476
107 38 8738
179 689 8230
892 818 2833
145 937 839
674 491 3922
305 808 7980
266 299 3327
654 773 3197
481 734 5047
45 788 680
872 247 9717
609 425 1757
190 668 6927
23 813 1863
861 486 7706
782 790 1513
113 407 1164
791 412 8936
987 892 9669
386 288 7809
65 159 8055
134 767 3831
242 957 8498
168 331 1310
383 543 147
88 676 288
600 141 7694
763 931 6105
50 270 2348
719 655 4635
879 71 6793
933 204 3912
115 446 4220
964 613 6902
626 347 6444
772 434 9471
60 34 7611
105 148 542
210 198 4163
909 268 817
896 146 3887
688 430 3091
951 544 2888
170 507 3852
71 132 4199
866 256 1632
337 315 4017
947 419 2517
840 980 6066
2 241 4333
170 136 7830
57 175 8259
499 126 2154
738 647 8012
589 718 7144
139 935 8751
771 271 4065
139 570 9835
7 409 2167
72 763 3407
404 284 4542
233 340 8716
843 190 6193
996 927 4840
8 868 7909
503 6 1843
253 128 6114
669 619 1035
503 625 795
669 697 9557
75 452 841
968 37 8532
36 879 2074
228 875 8000
67 234 2867
327 736 7225
170 340 6352
635 8 6970
669 510 1595
815 531 2643
372 957 8094
564 925 2130
95 960 9361
520 187 5587
520 606 8820
738 284 8907
962 805 8246
314 439 3605
283 459 2114
229 274 4996
871 997 2953
317 912 3229
798 358 8188
158 878 6726
96 397 3683
267 486 6967
173 448 4771
770 113 9562
374 747 2372
840 328 3997
835 198 3993
139 866 5904
367 16 8262
906 525 9491
632 621 4887
666 887 2724
632 412 1171
755 181 5635
316 555 382
39 746 9709
36 580 6258
380 71 4476
284 437 6491
897 343 8015
387 326 987
625 343 7874
348 975 285
871 81 2817
505 748 2723
238 786 8468
298 821 1400
556 201 4470
383 836 906
873 84 1600
239 822 3277
226 798 9620
99 497 3946
735 367 1026
903 224 6773
626 813 3558
93 111 1731
492 18 8931
961 400 118
219 624 7201
170 862 6022
799 439 7819
418 889 5315
715 623 6034
92 878 5609
864 503 4421
773 595 4883
503 439 6900
785 751 7651
902 321 3626
102 491 2840
475 641 6278
645 58 8167
312 124 5141
697 215 18
305 78 1872
77 202 6467
960 57 4257
211 841 7007
214 743 8328
191 196 6170
30 23 3810
308 19 7219
826 682 342
318 378 6908
688 34 7337
559 111 1538
377 422 7594
633 984 787
992 549 8529
671 740 7076
840 121 2450
1 780 2469
571 605 5150
264 275 2880
171 962 4913
507 520 8375
396 897 8148
990 881 7484
776 872 4032
656 542 4123
83 733 4244
533 85 7023
353 655 6980
854 918 9254
85 88 6567
998 946 8086
724 342 9334
224 683 8215
59 458 8086
90 465 9980
565 547 3712
160 431 5797
182 135 9803
513 989 9721
118 73 5160
684 422 7106
122 498 3447
455 73 8129
669 131 1938
107 572 3402
86 136 2300
149 295 1083
297 829 2217
100 693 3557
820 811 7982
979 494 403
436 615 8252
882 422 3324
362 90 9454
299 548 7026
52 633 6513
352 134 2160
786 430 7340
2 529 9032
559 700 2842
540 31 1688
294 466 3654
898 348 8075
221 61 9517
27 360 6064
404 763 4049
268 466 7182
427 251 7611
766 253 1492
798 163 8543
991 54 7573
30 699 8391
684 596 8090
110 169 1150
626 547 5861
42 302 5624
90 569 9089
271 996 7340
233 761 8944
76 910 7458
971 253 4511
895 282 9561
285 317 4509
374 427 2677
524 404 2575
384 797 4876
7 886 2444
448 508 7439
139 93 3552
82 520 9813
891 490 9065
401 385 5699
313 669 7015
821 43 3793
849 918 5549
423 653 8345
298 12 6231
94 459 9090
532 597 8182
435 30 7702
600 920 6191
664 672 7575
362 984 6596
729 157 8638
521 5 3907
421 428 5559
766 77 5570
348 170 9380
437 54 7976
619 840 9357
320 439 8276
862 103 1947
789 816 6283
384 896 9439
373 769 6795
279 189 4574
189 954 7651
759 301 1172
490 90 2577
466 708 5417
174 379 5855
450 592 9309
748 380 1477
382 763 5724
820 487 9492
967 765 1033
540 306 2338
542 64 5991
714 905 1080
290 370 5787
58 896 517
265 345 5108
925 444 3488
753 826 8602
477 997 9089
320 963 5205
352 503 2510
690 44 2925
680 109 5830
759 751 5551
897 808 1446
413 424 1790
520 349 7586
359 101 2411
961 929 4759
49 249 8722
253 600 1576
763 641 4619
687 320 8080
516 430 1830
67 326 3989
864 738 413
6 610 3113
591 968 7213
1 928 7494
111 328 742
832 581 693
407 695 3334
378 733 1005
457 601 8435
286 19 4112
274 882 2202
38 887 7811
150 477 7130
715 829 6058
208 940 2737
301 123 9669
345 882 9363
678 259 7448
35 67 3400
469 704 6418
932 329 651
133 367 1538
295 516 9366
425 582 6547
834 789 7838
570 441 8312
239 786 3193
953 815 9803
400 849 9869
799 669 7924
568 601 5253
219 85 8619
108 380 7486
473 804 9068
371 637 7208
560 206 9001
872 444 8786
416 397 2600
219 148 7801
439 299 6469
363 866 5421
615 84 506
585 191 5885
70 16 8688
489 738 7676
697 298 2881
697 521 6677
834 936 8425
785 506 5572
585 297 7870
406 659 8088
178 625 4171
683 209 6714
919 630 5081
958 119 5818
633 167 9467
514 215 4339
542 400 3627
966 184 3484
889 121 3780
111 878 8790
198 55 7414
720 90 974
785 360 6956
865 318 4426
35 950 592
853 815 7158
192 356 6557
170 673 4092
653 562 1212
433 24 3441
222 221 9848
988 292 7289
313 77 1648
268 293 7965
45 327 267
636 532 5081
145 75 1789
701 244 2461
145 248 5374
708 680 8397
149 254 5969
348 593 2261
636 905 6689
283 525 7981
248 569 4660
514 557 2543
946 701 9617
734 754 2212
547 898 7459
920 957 9139
669 105 8744
637 452 7336
249 87 8592
289 722 9468
270 969 8037
281 834 3945
823 779 7997
439 865 3102
2 763 6999
460 682 9956
950 702 5412
693 691 3216
380 291 654
972 580 9375
439 849 7343
827 481 7528
771 303 8659
768 93 8875
221 94 637
220 553 5670
527 855 2372
290 547 9414
505 927 2704
511 250 5283
885 688 5131
580 515 9611
107 637 1265
765 756 3357
991 977 802
627 548 8355
297 426 561
20 715 7107
433 572 4385
136 82 4634
419 966 7322
901 897 3188
864 4 9824
128 120 1580
837 111 1556
638 89 9455
344 385 8880
904 756 1594
11 188 3517
747 676 8950
381 94 7268
54 346 2164
241 209 1167
416 337 5639
347 173 8101
254 162 9189
708 506 926
587 409 5681
533 771 9221
49 518 7896
351 250 3341
618 303 686
781 895 5895
300 310 6583
938 657 6107
38 262 5268
578 970 5125
503 556 3534
536 88 6656
756 489 2525
3 839 5774
343 456 76
380 588 1322
626 887 6632
560 176 6640
666 565 2901
286 495 4870
762 997 7778
295 532 3217
303 639 4705
827 641 3895
601 335 5350
28 67 290
350 692 3528
333 604 704
324 621 2620
576 906 2114
798 668 6463
575 314 1346
791 968 5985
848 795 977
742 747 9664
444 774 9082
85 475 8773
612 159 728
667 482 8349
287 410 3254
752 207 3273
214 133 1939
912 923 5906
896 122 4052
224 216 5798
239 11 3924
320 95 9750
445 706 9909
172 373 3742
520 11 4151
126 114 8709
750 680 8841
688 591 4116
946 838 9237
997 61 804
795 300 7814
718 971 6908
819 415 1614
727 587 5338
821 458 700
971 583 9813
680 333 5492
520 372 5434
987 317 9271
224 314 684
27 460 9335
841 177 4305
100 347 720
713 74 5658
402 894 1115
101 216 3050
266 247 8382
109 119 1753
543 105 9070
165 680 735
848 707 6194
182 899 5722
487 998 9068
558 63 2493
215 464 9738
681 917 4954
730 534 9552
463 642 6022
568 536 2127
637 53 9806
723 900 9864
916 82 114
637 920 7464
56 829 3526
549 43 6341
286 75 6609
591 157 4142
143 619 7136
516 186 1023
642 174 5075
800 896 6327
15 163 7760
481 151 3679
944 207 3859
469 755 4901
161 392 3327
770 983 9483
263 477 8102
750 992 7287
773 986 8813
199 137 708
525 503 1871
636 983 8021
666 926 4579
524 746 7685
776 907 7077
103 28 411
585 642 7239
38 392 3582
677 516 1567
489 714 55
548 591 2558
770 226 5540
143 244 6466
721 767 1563
758 543 4469
834 997 848
596 933 8490
834 971 881
415 999 5396
334 839 3461
740 386 1403
297 508 6981
837 2 224
654 722 4990
216 831 8884
37 664 8880
884 611 813
725 444 9135
605 211 1133
352 896 8323
165 635 5060
567 932 9567
899 120 2568
122 773 8642
464 340 5472
347 376 6488
227 612 2098
391 336 5894
525 293 1456
9 996 351
683 512 5337
742 79 2620
661 329 7739
228 451 9863
221 266 4203
45 612 7930
532 190 1893
981 932 8229
226 808 6873
33 168 6868
735 850 4380
72 592 810
691 252 3138
430 831 7940
644 52 205
198 448 5169
128 331 1710
20 663 642
600 889 7449
824 273 9617
692 8 5466
423 79 6409
584 121 5660
73 902 4843
365 546 6246
921 743 1693
89 222 4023
799 594 1685
440 193 6925
240 17 1198
208 60 1205
674 834 8635
82 417 9755
94 841 8657
288 205 1554
533 126 6296
225 214 3518
599 364 5111
283 155 5655
560 395 2023
757 602 1082
313 627 6267
299 61 2035
53 506 7876
61 793 8080
614 325 9205
262 901 2771
779 499 486
241 781 6641
895 692 1387
270 448 4340
703 112 7319
970 410 6731
4 815 8236
879 227 9380
959 841 3704
515 102 1956
637 232 5454
123 824 8586
115 70 8278
501 339 2077
192 42 1189
510 11 6950
240 366 2764
827 245 9991
206 555 183
261 421 9636
216 58 1867
669 532 4690
255 646 3759
884 146 7450
960 689 491
500 551 1853
450 790 7218
213 969 814
555 174 4368
737 435 6141
724 650 6198
590 671 7729
631 277 3726
742 160 9223
543 471 4911
33 971 4461
885 772 4603
454 336 3571
268 891 7096
987 979 2530
127 703 4532
676 644 8554
756 627 6830
481 720 341
703 262 4811
966 294 4133
778 530 8904
380 335 8240
302 602 8482
750 941 3460
279 419 5514
162 95 6510
715 202 1136
896 35 5855
236 89 4468
399 54 1113
531 184 7642
787 915 328
378 217 7282
859 966 9222
670 596 4992
536 110 8086
45 176 1640
180 72 6674
386 307 8762
853 57 9168
965 588 2351
958 726 9265
637 103 9833
918 313 1150
491 982 2098
483 869 7207
920 913 7734
559 444 7805
232 181 464
346 385 520
513 701 8459
215 10 3184
479 647 5638
664 564 7950
813 407 6284
910 889 6152
468 808 417
554 719 3860
358 302 1393
173 647 4777
693 511 1478
151 725 5487
687 204 3485
324 867 6401
274 31 9807
557 293 5047
60 112 206
476 665 6924
688 23 8226
80 195 9224
856 239 2735
685 742 3811
524 428 9014
8 751 7232
760 376 9615
918 284 1907
964 344 4018
170 819 3683
445 506 5057
22 585 8603
246 793 4842
332 829 8583
142 352 9362
508 712 6464
91 471 7840
705 389 6123
963 704 3818
333 225 8637
367 670 3494
423 691 3431
377 288 3223
570 619 7051
504 113 6755
865 620 5818
329 710 640
520 767 7380
994 729 1084
812 61 8308
448 427 2329
293 201 5020
723 930 4659
297 499 7630
700 3 7742
454 219 361
623 899 5422
262 418 6188
642 412 917
77 575 6329
736 22 6108
65 666 1660
436 389 1589
94 685 3440
723 384 5794
464 189 8012
176 811 2911
598 425 4680
785 66 9443
53 494 1017
734 229 4390
841 645 3056
852 80 444
793 526 2480
232 600 6216
25 416 8404
36 591 1215
298 188 1639
330 325 7056
772 377 4901
141 110 7129
530 302 8774
937 154 1205
732 946 2730
212 529 7330
427 553 2745
830 940 5687
396 590 8875
386 919 7551
793 690 9927
693 830 1389
174 712 1690
299 648 5195
855 380 3492
585 591 6372
266 369 6924
362 198 2216
400 946 8805
274 683 7723
824 828 8412
103 872 4594
491 397 4305
532 695 6952
79 550 9331
922 486 273
294 103 9641
569 816 2191
784 215 5488
588 841 1170
310 16 5349
74 118 221
667 960 5617
323 844 6664
274 922 4565
957 195 8402
229 488 5504
870 57 7671
412 840 7885
899 780 7725
420 441 1093
769 514 5210
341 532 522
309 854 8717
972 480 4990
888 436 9184
289 16 7672
144 885 80
814 296 2271
699 546 3050
775 966 6491
867 734 7356
429 426 3888
302 734 3093
18 58 5572
7 945 7007
542 234 375
565 377 6259
644 543 5907
267 241 8452
316 367 7769
158 586 6502
514 366 3927
753 667 2013
845 36 1070
769 394 2014
127 935 9599
501 500 2976
760 495 2518
18 761 6110
821 429 7828
590 586 8765
443 451 4130
722 555 7148
734 752 183
803 520 928
816 646 5863
415 147 5362
742 258 2208
611 275 5969
72 447 2397
251 388 4334
16 831 2785
145 552 691
645 637 8442
179 439 7961
107 606 2607
969 372 2753
682 465 1010
241 75 9636
209 498 7082
605 749 7470
939 116 3652
75 612 9555
117 256 7191
559 435 3981
519 893 5586
477 213 7958
229 246 422
590 486 1849
225 695 4698
659 651 6798
480 941 6913
483 367 5525
37 484 6132
227 42 8918
207 912 4810
144 389 6022
101 969 4267
875 559 1753
75 135 799
124 145 7449
922 976 8742
186 458 1108
62 494 1591
194 72 4984
111 278 2896
921 774 636
294 226 4604
561 452 8514
665 526 2001
463 2 2145
263 275 5473
4 460 2930
112 522 6776
54 67 7847
38 177 6477
285 449 8250
272 743 7475
227 655 927
741 319 6804
741 133 9805
237 395 3079
61 399 9891
991 862 5764
766 915 6830
964 304 8358
440 940 5159
41 211 3253
516 438 6907
794 530 577
597 622 5061
754 858 1455
184 919 1205
74 261 5418
837 378 9333
18 693 6988
376 485 4928
534 525 138
786 392 9927
44 185 6456
972 134 8077
32 239 3287
838 774 7557
395 200 169
812 388 1546
496 406 2238
484 781 8722
763 666 5599
252 451 3990
179 846 7527
986 817 3012
63 848 6602
701 685 1375
257 431 3574
425 243 8962
322 738 4367
