2000 40000
1105 395 390
563 1608 18326
772 1286 2941
262 1298 27830
1200 121 37700
1838 1672 35229
908 448 29364
1054 1488 15377
1404 775 39457
1932 1272 23297
309 376 39691
1051 1290 23650
1728 414 35287
668 675 4937
849 227 11057
548 64 20728
128 972 31528
1492 377 21367
1220 132 28142
1028 63 7413
324 724 32140
366 1774 33429
16 1501 27842
1302 520 14869
238 1368 17095
1647 267 27510
374 747 2833
1901 238 33562
1268 1809 13693
1761 836 2108
1173 1159 4831
1664 1876 14956
1092 1891 14456
934 1545 35327
154 134 29046
1600 1780 33312
1461 506 32410
294 406 26647
207 25 20455
251 1785 9642
358 1309 21152
1540 972 11028
495 416 39270
950 1701 24814
628 1854 5300
1673 1453 35431
1337 913 15936
1746 1558 14694
745 1764 13070
1199 367 39207
841 724 20515
344 616 21839
1371 1110 254
641 412 19954
1806 1039 12159
1105 1064 37611
536 400 32875
823 145 785
1516 1241 14900
586 440 5266
1792 1632 10342
658 1975 34957
848 1698 14066
1453 338 38477
1406 143 19868
1916 1600 30931
1526 487 21330
753 1309 19826
1537 1177 13067
436 114 17858
1702 257 3841
43 1266 32167
1351 114 33864
1768 1566 4553
245 1324 9048
464 1239 12647
1746 1117 3485
1075 1869 4793
1252 1757 20321
670 192 30434
879 245 30690
1071 639 37956
1238 1989 30421
1453 1757 11986
358 353 35309
1757 816 28900
755 561 34016
239 1987 36236
1383 1590 39992
1704 612 20183
137 1842 18428
1179 913 5066
1134 502 11407
1554 306 15163
1891 1015 7515
1552 771 4682
451 1525 37594
818 1763 3932
1053 1146 39873
1396 849 38484
1930 1337 6678
357 515 35590
1775 2000 26443
1533 1905 16748
695 1796 3763
561 1347 36533
1594 149 4058
1539 966 26172
1470 370 31317
1342 1765 32517
178 1694 20206
855 403 28720
796 529 8720
1238 61 30624
337 1107 22771
99 1667 20469
984 1612 12617
1393 1150 29582
1916 971 20303
1585 664 32067
101 1193 34113
306 47 8515
1378 1194 33043
449 783 39103
1424 1120 34561
195 1570 34227
663 905 28190
1632 297 21339
1565 565 6661
1868 149 31324
286 601 6517
398 1259 18915
912 636 20461
306 1084 1243
1760 507 14362
320 1053 16284
898 68 7188
1087 1699 23837
777 1263 12401
1437 1482 549
1113 1768 13501
1981 165 38759
895 1077 21394
1707 1734 2829
950 1494 13688
1663 1813 36740
1946 711 8807
1486 1797 18857
1322 574 16472
74 362 21953
974 1474 23720
474 1806 12237
1233 701 39665
978 759 15398
1807 1708 14891
1846 1723 32704
585 20 19414
1744 1505 39562
952 1178 34487
1423 1251 10849
1376 576 32674
1447 1402 26480
1683 986 7532
1347 1963 32642
745 121 30350
1987 318 424
690 903 6443
455 998 11948
17 1949 37125
503 1724 10728
1703 1451 9655
729 897 11056
1560 932 10041
1443 630 24356
84 1726 16828
785 1713 1146
1208 402 10400
1651 1209 9749
1950 1225 21697
1074 79 15420
153 134 12870
160 1214 34119
1215 1125 15050
1608 919 28031
315 1002 15757
1494 139 29469
991 1346 18222
1390 1348 1430
1138 1297 15006
1187 723 13437
958 1227 7570
180 1386 19135
650 953 38259
51 912 25177
81 1226 12530
1837 1071 30668
1657 62 36366
1879 1803 39713
1660 1293 5362
666 831 14084
102 140 29310
23 319 20696
1509 968 32000
119 1370 36911
1647 1451 12488
176 1639 15558
1196 1296 39971
1913 1526 19774
1625 1185 37418
1338 202 38248
1421 655 30387
1083 1029 23058
130 537 10377
129 655 3747
1039 653 27549
1526 829 21187
1435 376 6834
1406 288 6359
1531 264 13896
948 1602 4449
1547 1374 31456
285 456 22484
1342 585 29373
1719 1065 10379
1817 455 27032
1365 332 8212
551 1767 24587
1737 1524 28874
95 1054 17137
342 353 34738
1143 251 12112
598 535 14919
1081 1877 23856
805 1947 30920
1184 115 29375
215 1479 31706
778 381 9824
1364 117 7347
237 564 36752
1373 1257 15456
463 399 21706
926 996 2241
196 429 16469
51 1233 34767
971 768 20881
697 1334 2359
402 111 33091
226 1474 3560
1924 62 123
676 1787 25731
131 249 12130
1837 1526 23477
429 1721 2257
1249 1772 17842
15 1094 36961
895 1790 10295
1605 543 18757
1047 1120 14231
606 1044 18292
1080 1719 8078
811 201 14678
1292 389 6555
1120 817 2276
1729 65 18399
1570 431 9492
530 1325 37633
1176 1281 14527
1933 328 33647
515 1285 18690
1158 365 6408
1588 1527 4960
265 1170 3349
1172 641 165
1447 369 4582
197 290 15012
40 820 8689
1672 347 27969
198 279 18648
196 793 27933
885 1951 8649
1644 1538 26527
604 154 13696
1952 1325 26336
116 1123 26705
1049 1319 28994
61 1358 30165
749 1381 512
1069 1931 35142
69 126 31935
353 1363 38237
1001 1006 25774
1527 1609 38279
1222 1560 9604
1909 28 11078
613 1076 28397
1959 1488 20106
475 588 23839
986 9 14121
128 77 24598
414 429 33960
650 1429 1318
775 1307 18926
1053 880 2838
1008 788 33217
86 1753 38292
834 63 22132
939 537 37071
1129 1875 31079
1601 2 19155
551 767 21935
862 1416 11715
179 190 15021
1457 1594 38252
294 602 31392
1510 687 21144
153 1520 25558
636 810 2094
1707 291 20320
785 243 2673
292 793 17439
226 1655 19206
1941 1833 37395
1313 1641 19341
1565 286 21942
956 147 8980
451 652 8851
360 1287 38012
453 1345 36654
1125 482 18897
1797 773 5689
1236 1350 27343
441 1642 1528
188 1307 27168
1880 1223 23454
1821 530 19952
1152 980 18603
2 1339 37890
365 143 27586
1019 1267 26067
1915 1416 8839
1603 1003 30541
1298 1795 30182
1177 334 11840
696 213 21062
501 385 5591
453 1536 22922
1055 1889 22260
1296 254 34755
882 1624 4373
948 1890 10140
139 1492 33142
679 1141 8937
1212 317 11270
1404 1365 19483
465 1865 11867
56 317 33755
977 1724 17643
1589 1019 34248
695 1900 223
1419 1200 18112
1559 1338 9956
700 368 3096
1636 1931 31765
1258 1334 3129
740 1799 13345
958 206 9662
712 1182 3385
707 1122 28755
1306 168 655
1529 1587 17854
1640 1145 5543
1947 1844 37910
1043 1832 17840
1159 1089 37174
639 180 36972
1983 1137 19177
1996 201 6710
1732 1259 18184
487 564 8351
1493 444 14289
1698 84 13433
1240 382 31629
1149 1424 37812
988 934 3252
513 1924 27431
1484 259 34919
1012 606 19471
74 338 38729
609 1176 39645
959 668 26088
1600 717 12523
1032 1956 8905
1012 1104 14680
1175 443 21614
426 956 21889
208 791 36147
1127 155 26753
949 580 33442
1678 1188 4969
1674 498 21988
1761 97 18704
284 1129 659
1188 492 2114
219 1667 4556
184 92 37863
73 652 19006
571 1778 3512
1675 1078 38091
1468 1107 13630
436 780 22127
423 541 34224
1126 1176 19704
136 715 10195
249 933 36213
1157 1117 24657
1371 1541 39308
728 111 31437
239 138 20514
681 1605 1621
310 41 10752
437 463 37644
660 1941 14819
715 76 23885
1261 325 6818
1474 1833 14286
482 1203 31826
1789 1931 8288
1577 169 10425
90 1202 28030
62 1511 26070
814 1947 22884
457 958 824
1628 1672 33252
1512 1285 9576
681 1110 39760
966 1591 8962
1143 1731 5244
1431 1307 35765
1855 1748 14966
1884 1810 36476
305 975 38775
1541 1783 19732
364 1762 31756
1615 1274 5040
1542 1954 12149
1653 1272 34091
615 414 33821
1858 1844 39127
1974 51 23226
939 286 35035
1415 943 34361
189 483 22496
272 846 14257
27 813 29882
1418 706 36188
1918 359 7459
360 1325 8224
180 1534 14068
1658 1508 24470
884 798 34755
270 212 23697
983 752 14179
1478 1376 3377
1734 1402 24541
1616 1172 3598
1803 1441 20308
1613 1801 3632
1836 332 31518
255 1990 23377
724 1225 34174
1831 1846 16738
1527 828 9841
58 305 33216
1786 391 34970
326 358 20141
1923 512 29933
231 124 25733
214 311 34065
83 566 10406
1811 1641 17982
1985 1471 11827
1074 998 19007
914 1407 25663
130 1192 6053
1099 1517 26410
1591 1791 39273
1523 373 19396
1256 939 4059
1672 1373 14624
429 1184 28264
762 1168 36087
588 241 29084
1946 1154 6842
1609 1635 20033
1661 733 5901
423 323 8043
1695 1846 10416
1443 1453 5706
1501 1476 29078
476 1904 20261
1091 665 9780
1177 1604 18020
612 1550 7526
1453 1510 11512
1837 1170 32245
1737 1944 38919
1780 1991 28764
547 1433 16568
252 1285 43
1329 1760 22298
1590 1202 21314
1369 379 5270
1741 990 33171
1618 795 10680
1129 631 20201
1373 720 8145
644 851 6487
1407 1397 1919
327 1648 27555
369 976 21666
1019 917 8867
684 638 25245
1953 378 12587
1475 347 17733
154 1475 20715
707 1200 27434
851 1843 2284
1337 1601 35680
1607 1927 9679
1161 648 37007
826 18 14275
44 701 34912
1641 1006 29641
227 480 5987
311 634 11814
1025 1340 39365
811 542 7559
1446 230 21511
1126 188 21438
1156 1700 36437
162 525 12454
437 920 3506
1700 560 18511
1341 1138 6991
1679 1448 15976
1844 825 29315
1560 1635 4208
1118 1080 30789
629 557 30976
418 65 28675
1206 226 5551
1659 1014 10470
1164 1066 25030
1675 758 18167
1017 436 3967
992 632 6791
658 191 6777
865 1661 6208
1653 641 765
980 1058 32829
6 615 19406
1556 273 14772
25 1788 13837
1406 1814 38946
1925 830 23381
1891 173 4364
1033 830 28555
1809 1694 12567
16 1698 25207
1132 1029 616
312 1034 15230
70 589 1502
841 966 35641
1029 723 19807
1974 647 988
1706 889 35161
70 1921 27990
976 1729 20036
1542 97 2085
1100 1228 5114
1715 1540 10499
944 1609 27440
797 801 22757
437 181 21479
595 506 34478
1583 563 29366
743 984 5639
1084 1959 17367
1119 1852 23463
1556 951 21043
669 1017 6582
1519 1960 28542
958 756 21694
1714 1545 39874
1545 139 34731
22 1721 33293
1739 815 36277
1377 1899 28587
1096 1369 22791
910 924 4093
1952 1944 13110
533 1463 25069
1426 420 37825
1119 486 3369
1344 30 17859
74 403 9580
1719 141 6394
1995 1870 32644
581 965 32013
1723 1874 2936
1816 178 26880
925 710 34342
345 488 9113
169 1958 17598
1889 1302 33979
100 1727 16381
1679 1445 26874
424 1791 31095
1068 372 6411
1432 446 16284
367 261 34461
1598 1185 27523
291 1530 20362
1404 50 38319
1353 291 33972
1332 390 5699
1712 420 19495
937 843 35286
31 262 38009
441 1693 10454
1077 412 36715
1889 361 6251
1763 652 24132
124 55 4534
795 1407 27176
766 738 29917
816 802 22336
311 90 3530
1596 473 6144
1604 1265 22188
57 693 14599
1123 582 2960
1374 696 17963
1857 820 36017
390 1614 23775
1917 731 18865
1833 1547 34018
168 1857 16107
1698 1804 28931
193 1759 6196
380 1815 36888
1331 1290 31821
642 1015 18517
604 871 13688
972 1613 15653
746 1529 18383
1610 1362 20281
1979 1881 8137
86 1930 6292
1368 122 20050
1563 502 16217
803 184 31506
975 825 28520
1491 1780 27742
1178 751 33706
1182 1496 33587
1565 1458 20948
1845 1436 7180
334 1873 3110
977 1241 7583
1027 1155 10084
1243 309 10619
1100 1284 15795
1971 1126 3574
1712 656 6324
1770 1837 4172
1356 1401 15981
655 1598 35768
1834 283 39641
1295 1259 9233
878 637 30739
1313 1879 21048
1932 978 4683
1726 1300 3808
1652 1012 28463
327 1133 14300
498 488 16052
478 1494 14001
598 1679 12635
238 974 18246
1822 203 10882
560 1515 3113
1959 1798 26442
993 1876 25742
801 1527 25105
1615 1853 18237
266 351 35076
670 1180 12921
1022 1777 2599
1657 366 39924
254 187 16126
1135 1099 13993
599 1409 7790
1041 402 9665
1134 1554 23191
238 1520 11044
826 1786 13746
1901 807 7277
821 1828 27406
1771 1836 30123
47 89 24662
172 1576 1760
164 174 11520
1954 1566 25921
1970 699 1474
1161 936 39346
556 1761 1131
653 13 11937
281 1185 2116
1686 1308 27952
161 1354 24040
822 1525 37615
581 41 28141
452 346 25706
373 315 12405
198 1827 9692
1543 734 39453
1025 1386 5817
1313 1667 5354
1429 1704 661
1732 1864 28014
123 685 23538
1738 1617 33930
230 69 34275
1935 793 26942
339 990 38768
383 885 29854
187 1909 21239
3 1574 9257
1356 1002 21313
16 1085 11176
381 1207 36213
1919 1296 18181
200 1525 8601
827 1460 33393
1768 150 6735
887 532 11619
740 718 1879
331 1073 29452
1939 428 12805
1251 796 19889
779 1176 27448
991 1446 36743
1171 1646 32268
124 472 36079
1516 591 24228
250 1477 39112
220 569 3829
99 899 33253
1902 837 23681
1059 440 4828
1299 1218 12003
746 560 17801
1489 82 19798
1756 205 8621
186 1721 11211
413 322 19039
1524 542 25607
1705 992 4857
957 1245 6046
989 303 10485
168 1602 22054
523 347 613
323 187 694
120 294 30899
740 479 971
302 1244 1292
1340 1119 36185
1299 823 31176
507 132 4773
904 1472 17075
1388 1992 37028
1793 514 15727
757 836 29913
1451 1307 24559
701 398 3037
23 1051 22280
1314 390 1399
1851 40 20573
1378 899 33056
150 1802 18880
1577 1542 22871
604 1334 13384
330 91 4571
595 1893 16229
1153 945 20626
541 967 21676
821 632 38417
571 482 12809
1495 1860 29707
903 361 11508
134 1937 5049
1004 893 28735
739 1222 6825
1661 168 9069
1889 1320 30013
514 1861 26979
541 1033 37610
957 1955 14444
117 1801 28655
1823 703 5015
1331 836 33304
731 191 34196
1465 1281 19769
641 941 19937
1709 829 19256
1721 1342 13468
1051 234 28500
661 1191 18454
1456 1659 255
110 1482 3309
1476 1164 6497
779 1894 29039
974 1711 4320
743 351 13260
679 412 32089
286 132 37782
1754 1183 12016
605 195 29558
1411 1650 23216
17 111 19049
1325 1586 32212
173 365 20458
1212 1690 16168
1531 432 18870
790 1462 1281
1230 100 29765
1012 205 11299
1379 809 23493
1288 219 33494
855 235 33604
1904 1912 25189
467 84 1553
924 1295 29595
1443 825 20026
313 1967 21840
1945 1196 14291
1709 559 14495
1007 289 7303
851 1928 7522
696 783 8108
299 1038 16019
1840 1504 34103
1744 780 11397
1338 222 28574
1716 886 18892
1555 831 14439
197 539 12998
691 1898 15638
1993 748 11918
1866 1444 28700
1974 94 34089
1992 1933 23944
446 1677 18723
195 1366 27297
768 1081 32182
1659 987 31012
449 1183 9903
1798 1873 23800
1436 218 8899
1353 435 38694
404 760 23140
844 1104 31072
787 1549 13100
1510 1743 2466
1158 862 15546
1339 872 26885
703 1321 18067
605 1118 36292
756 905 8861
6 257 23295
700 1012 4055
191 1855 7158
1262 642 26706
714 503 26801
1531 1660 39662
1428 1350 36886
312 52 206
731 1008 15323
1022 1763 14228
1882 1769 8836
1176 820 24200
1582 1010 18054
739 623 7047
1797 1688 9901
949 1570 13912
610 998 11262
1495 1661 25665
52 391 30673
1727 1412 2787
306 1293 30907
1141 821 30078
1340 402 27087
1746 1493 2062
792 1641 11749
693 589 11319
604 1550 12668
217 1397 6328
1882 1448 6719
906 1526 10130
1692 1831 21775
951 972 24947
1028 663 27348
115 408 25192
528 1552 5184
628 244 37772
298 1199 31674
965 1768 27422
1645 1649 25221
363 906 36747
844 597 32577
970 1899 17900
1916 927 20563
1616 1041 11322
807 1920 873
1991 547 35468
114 1197 9019
139 513 12786
1560 157 28786
1133 871 7691
1879 1715 28639
807 684 2538
707 952 39464
1621 567 2856
1294 1373 11127
519 1715 39673
1986 181 8869
1356 671 7734
493 583 9890
1278 1715 14761
1320 1945 28827
1959 751 33862
848 1457 14813
311 1429 35379
1518 723 37104
644 1241 25170
668 1578 37350
1889 934 18021
1622 1778 30955
1511 1056 28669
623 375 613
1449 685 19363
1311 1884 19172
123 194 20600
1854 63 27674
957 1058 4914
126 1726 16844
1828 1966 36129
200 1587 31906
1154 1449 29313
1822 424 36040
786 1872 724
148 1534 38608
1671 1657 29153
623 1862 11568
296 818 625
1562 943 28702
757 770 24667
885 969 32605
790 122 22406
455 295 8829
494 1080 17052
1569 1580 4586
176 1250 22594
1681 224 26455
1600 520 13272
224 433 4566
1278 1189 37688
296 425 7008
901 1566 27130
1658 20 35776
486 513 856
1537 82 10787
474 609 8388
1067 641 10612
1521 240 1483
792 816 25915
1710 93 13455
1397 388 231
404 1640 21796
1885 1649 23816
1661 486 38680
868 23 27113
6 848 24074
393 1915 18714
1004 1435 15306
486 579 18121
400 288 12213
206 1684 14952
436 439 18944
584 324 6592
751 336 23078
1430 1555 5452
895 1560 38299
968 1952 24213
33 956 26000
1338 1441 20578
1810 193 5217
374 398 21252
1326 1186 35690
621 1769 32013
1212 519 38700
641 300 20254
92 1194 23813
391 513 17765
955 898 9072
954 235 6512
1883 397 25056
1099 770 1806
350 95 16991
40 715 5111
404 279 29981
1456 919 10280
1709 1363 5826
1874 105 690
1990 1059 13587
1061 365 16174
1924 247 26570
980 1698 13339
785 47 27786
127 438 8852
1589 1194 39482
1569 649 26401
1848 709 7763
1673 582 21867
715 571 9277
301 1631 35993
474 1907 6240
1043 886 34289
734 22 32335
519 148 25125
1722 1736 8318
1204 1656 13318
1956 1503 24026
1718 1528 20608
1936 242 17178
1564 542 19161
1557 1368 33067
148 762 304
436 1495 6325
1122 365 20824
598 439 8911
1267 1642 566
584 1597 6068
610 1666 23947
1569 1953 18540
1098 1516 3434
258 1424 34801
1676 1571 11914
1979 358 31761
655 1832 38477
1478 429 915
388 1696 38556
953 631 10504
1373 1240 4521
1671 808 2473
211 1906 6341
1644 515 15764
796 543 29687
709 521 2396
821 1176 6227
1298 1005 19008
212 1393 9055
1120 697 29685
1623 421 21277
496 92 4436
968 654 32693
1660 649 5208
1776 1796 27750
1814 856 20622
209 1677 30149
788 974 37154
1795 1185 6898
1201 304 19946
885 279 2367
513 774 10810
949 93 23815
1641 105 8463
848 1880 28610
949 1693 23465
1923 253 21141
423 1040 20114
1928 1186 21299
825 386 15954
1123 1623 14584
1841 135 21709
1002 1083 36154
816 724 24258
1630 1923 38137
239 1224 20181
1703 1498 16433
844 1920 29473
1309 1848 31010
959 1024 33748
913 498 27370
1848 338 25856
1557 1691 939
1710 506 18014
319 487 2288
807 1077 17863
987 780 5360
1771 1975 27632
1595 1283 1831
605 242 11206
352 1506 35704
73 1353 30393
1928 1261 6084
1218 1322 22941
1583 1640 9428
1871 798 30504
85 136 29635
1797 1907 27961
1780 1501 9244
1610 457 23837
1167 1160 11342
870 1232 19046
1615 1160 28659
1698 729 39980
990 312 29972
417 534 36769
1273 618 36905
1259 766 3163
1220 545 5015
463 154 33472
651 1321 38631
344 542 7863
1389 156 3374
47 205 26102
379 1195 6765
350 1963 31298
1470 1235 30268
726 494 9033
1888 1713 31578
903 527 16083
726 1177 17403
1356 1520 20297
1570 1260 18804
1295 1659 19009
1749 37 203
513 738 8165
1811 559 29752
430 1285 14597
1462 1524 34309
1039 426 7187
1474 1503 4363
1228 859 26234
1524 780 11845
328 75 33503
1336 1823 3891
1890 335 36628
406 497 37539
509 926 10823
1105 740 32346
1765 130 27124
951 1603 28626
1665 831 31836
1898 706 4616
1743 1033 23042
1597 720 33216
1488 961 5550
467 1367 399
5 1875 11676
1179 1332 8415
1525 1096 14897
1000 47 14499
1977 1711 13681
1813 1961 36387
780 1703 17771
173 1299 20491
1388 1138 37451
1289 1605 33169
1687 1609 37396
1715 788 24727
481 664 25822
1377 15 7868
228 1991 7931
1908 1803 15891
646 934 39945
417 1106 33595
907 493 733
709 1782 10689
230 1820 24649
1625 1534 9788
703 367 38451
524 1743 10465
744 322 30808
674 230 14962
916 875 3896
860 1643 13353
454 549 198
1538 1610 9979
226 1839 32150
875 1815 2036
662 517 4402
1465 1040 10496
281 135 34818
1088 808 7399
50 1723 4625
297 934 4268
1649 1388 23168
1846 1277 15129
176 1503 16967
678 377 15133
713 1038 1649
1466 854 35041
1961 1135 39527
1130 222 30335
528 271 12409
1505 919 25695
1772 568 27434
1291 765 14710
420 1293 38212
1738 1970 38940
871 1034 30330
871 499 7183
263 811 16317
1790 1941 8539
476 820 35161
1236 324 20080
930 95 12999
715 1738 14115
1425 157 29759
1636 1894 15728
928 1116 3113
1257 339 3611
439 601 20422
756 742 4714
1646 1569 7533
806 805 29857
1237 86 32303
587 801 38040
1054 577 18548
812 564 34442
540 1491 9909
4 747 30247
1615 1538 6848
388 293 11941
1453 290 39510
985 1447 14666
1193 684 6751
1848 1622 35903
239 675 479
787 1487 15043
1580 378 38533
1488 381 17632
1735 347 3169
934 1086 7813
874 538 102
383 1523 11548
1048 1067 18583
151 914 30557
405 1153 25231
884 291 25069
278 1870 5798
810 1357 10531
793 1091 2877
1961 24 32315
125 898 30852
226 1632 38726
126 680 5793
1060 1182 37058
1616 1586 14210
1199 821 28500
619 1098 30721
417 1908 38078
947 1052 37168
175 1365 27544
489 1489 28441
1341 1715 28424
418 192 9455
210 1603 14636
1268 1219 32574
1829 769 27394
681 1387 10492
1401 1803 16751
1830 1101 23802
998 1276 31166
893 116 6655
1685 1808 26721
108 226 19264
1563 435 2866
550 54 4436
1123 235 9204
517 1267 34943
1360 1019 14745
110 849 28198
263 198 1825
1429 1090 7940
435 774 33748
1507 881 37973
770 795 22759
1987 1345 25165
423 467 15751
1626 1335 23017
568 694 30387
1665 803 39587
214 1066 7784
38 846 35225
329 1632 33998
428 1138 25231
752 259 18377
1863 597 31721
1027 1019 10540
1129 997 25874
497 1916 920
883 1932 39722
470 145 35139
605 534 18336
1830 1215 32319
179 1642 27456
1761 746 12066
138 608 32663
210 1986 10033
1101 1466 37029
975 1962 24945
246 844 21228
319 1665 21373
1810 270 16258
145 451 17472
464 629 11466
271 742 36211
689 1231 27170
1703 1440 9507
1735 541 38972
1116 1867 14933
412 464 4128
1639 782 6145
1011 591 28766
1269 1088 27216
1092 1551 28196
557 173 16937
1119 1213 8167
640 915 29959
146 1002 12851
1469 117 19069
401 528 9532
881 518 20313
1025 1529 2904
1790 1149 11991
1357 592 39893
1552 1501 30417
841 971 35630
1007 1611 896
1317 108 19897
167 1577 2365
1235 329 13244
766 1561 33762
1431 937 5290
686 1078 16790
676 434 5733
920 338 27233
1336 1178 30204
1317 536 1814
213 1853 24273
461 19 20201
826 1606 4530
69 723 10442
1830 153 11379
1471 838 32456
612 1865 20890
345 1136 1227
1577 472 26756
132 140 29291
297 352 35143
570 813 13514
770 1638 27119
1651 58 38193
93 1888 34346
1471 1710 7535
1926 322 9752
1167 666 887
745 594 7710
1500 726 25850
791 1022 12553
285 1591 31365
1798 713 37354
1268 363 7412
1461 807 11651
158 277 15360
44 555 28033
1795 73 19050
1034 1170 15644
1095 1021 721
944 1811 19742
1849 448 9685
1213 245 30749
567 1865 11111
330 1325 30270
1980 1482 30546
1691 1525 33452
1724 1672 19877
773 1057 31046
768 151 10066
1488 1447 26229
1582 1295 34676
1266 859 5272
14 1777 5136
1476 106 28812
97 437 30645
643 128 14522
446 203 26545
674 975 27601
1719 1743 18103
137 1582 27549
365 1163 21195
1392 428 30406
1015 793 16182
503 621 18640
1314 717 13076
311 1711 7555
832 509 33757
1376 1182 27084
976 1253 3178
1430 1389 2759
1331 105 1922
525 1496 6701
1282 862 7846
1464 1364 12818
455 1030 11886
1882 1340 31949
1437 523 26457
1545 1898 7990
980 1225 11242
157 654 2630
1268 1984 4734
1541 861 8581
241 494 15795
438 309 35158
1607 763 4539
1493 645 38230
1441 433 30752
249 329 5001
238 1309 28577
1480 1465 3231
461 1084 25566
1547 624 36778
479 1217 23624
273 1654 5932
1783 1613 38695
321 1105 7691
903 897 4123
6 1145 14451
1007 1734 22111
1583 1565 37576
1165 26 9011
1083 1924 25635
212 402 6851
1835 675 36856
1767 457 8468
813 1129 9924
503 31 36820
625 37 28316
1427 1395 36050
1538 977 27614
1465 494 5639
475 1928 7562
109 139 38316
1311 326 990
167 92 3446
986 1256 6574
910 1758 4957
1729 382 32993
397 160 8387
446 1697 39715
59 1513 6560
50 1988 14487
1963 448 12978
278 1759 29303
1619 277 25746
1416 1262 1001
342 523 39110
1298 252 27843
642 1000 18002
1028 1445 28051
1094 1855 15563
1654 256 25902
492 219 4702
1469 848 38812
1123 467 5088
1220 234 24701
572 575 31224
1681 1872 17827
1523 513 12826
1877 1892 8622
1927 986 36476
1841 991 14732
95 1834 27302
796 1655 32501
1607 777 34967
1046 349 23553
98 920 12127
1673 953 1999
1499 475 18863
676 703 34755
1297 629 2092
125 822 7434
1208 916 25267
509 1711 24921
1009 1669 32050
328 714 28750
1880 811 19669
6 484 32973
356 334 23800
1571 1362 6502
325 1010 9131
768 1134 39952
553 341 4867
171 1201 24929
1444 210 22597
1493 889 39310
242 768 12472
262 1125 13307
1235 1481 15993
1034 1051 33354
1535 1727 26715
1017 846 36201
1320 1398 32893
538 1568 4094
1466 1011 22303
62 855 35191
1723 1448 26310
195 62 11434
1853 1296 25266
197 681 6668
1902 567 26746
617 1936 3943
817 1255 25692
1709 1793 37260
154 1258 12622
456 1320 23829
1998 1394 19628
659 1940 19689
445 1793 13336
62 341 28016
730 243 22935
1827 859 10870
1770 27 28124
1461 1735 32268
1072 1889 15526
46 696 33197
226 1046 942
1853 56 14882
1542 500 1026
877 562 15366
1245 1643 7608
531 1469 4466
1400 1590 38492
1875 1051 22579
143 474 819
20 519 31866
1568 744 30911
509 949 16967
1390 490 37818
415 1718 38731
133 1314 26373
1740 196 20194
558 1947 27783
1401 1822 31185
1979 316 27659
1149 687 22529
1015 254 39625
277 762 18573
1595 504 15414
1413 1270 3483
143 1402 7149
868 1494 9344
1061 51 17291
843 1451 19112
380 1782 39779
38 930 18465
566 296 21070
190 573 12183
1114 167 6686
527 1579 38308
10 74 6061
1158 941 37554
501 1 13604
143 1195 5407
1606 1574 35540
1384 1963 28469
200 881 8765
1269 1422 7337
1452 536 37503
489 1414 13434
796 1423 17507
857 932 28799
410 1785 34799
366 1927 12345
124 1533 36271
1663 1268 14233
483 1468 5113
1599 736 4887
1287 539 35774
790 1028 33187
575 175 36962
433 1383 17893
1231 145 18029
29 510 21956
725 985 37840
995 647 29107
1228 1129 6926
692 728 36014
1930 14 8552
1703 1155 3931
890 81 20458
1851 513 27840
95 1743 19984
124 123 6845
79 848 33829
270 194 16475
1376 1773 15956
654 817 1035
667 746 15400
1570 449 12907
1853 1690 6987
310 1540 7852
149 1634 11594
485 1757 2069
1329 187 35268
1158 456 27461
1984 184 29234
291 1189 2050
1325 1855 27147
725 1776 27595
1983 1628 25636
969 1937 29175
820 86 5161
766 922 15269
1186 250 37808
453 1759 30615
265 1743 19150
1498 385 10338
1899 1710 192
1046 786 29968
992 1120 23595
628 88 37884
154 1260 24321
1314 377 39242
935 1562 9491
742 366 5250
1356 630 39344
858 480 4080
1195 378 27789
1739 1775 34926
1706 767 2045
1652 1394 12485
1887 1547 34096
207 1213 34824
1448 499 20385
939 1240 15102
540 947 13731
235 1804 38210
314 999 6940
455 737 30714
1732 794 13480
1777 797 17225
613 684 31124
1060 890 16688
1883 690 29186
267 1980 22777
1720 871 31723
1802 1105 27879
12 1770 25229
1303 224 20317
16 308 39462
1848 436 22610
1072 1048 7645
547 107 18887
1234 1989 15576
771 607 3555
1547 678 24425
1622 479 33881
1852 490 39650
1080 144 22226
1748 160 16533
1561 7 20968
170 1430 4367
1815 329 825
701 1914 8813
276 685 37771
182 583 26448
958 204 24926
838 407 27768
839 1838 1911
1416 1585 14422
1948 1145 38780
1267 1667 8562
1985 1481 34890
809 533 10803
1973 808 1839
1743 1341 34422
542 298 12977
1820 1487 5384
1587 677 33221
1849 93 33158
271 392 4654
1402 11 10320
1963 1995 14152
852 804 38684
1655 776 15843
1845 871 29183
266 1412 15832
1243 1231 9670
626 1169 10347
198 1018 36439
1355 1640 17182
9 1041 17192
680 1004 37187
832 1855 37990
1867 1861 21117
1710 1706 27987
1244 323 37751
1428 1565 38981
1097 542 12150
1443 1092 35519
233 446 7158
1415 806 2198
606 1838 25553
144 669 35760
485 535 39972
1602 596 3677
1940 1840 30352
1690 1267 20268
1023 715 18810
1172 158 11901
690 742 32698
199 156 5856
748 1114 21693
301 1257 10713
412 94 15247
383 47 195
412 1986 2034
763 28 25652
1030 1050 4366
191 221 24875
91 1262 3617
1141 1812 34124
1348 559 17237
1040 1211 22846
1752 1622 5291
1350 5 29337
1544 768 39322
1929 1530 25701
1932 559 34750
298 750 31322
1524 1192 14583
